act_symbol,date,period,sales,cost_of_goods,gross_profit,selling_administrative_depreciation_amortization_expenses,income_after_depreciation_and_amortization,non_operating_income,interest_expense,pretax_income,income_taxes,minority_interest,investment_gains,other_income,income_from_continuing_operations,extras_and_discontinued_operations,net_income,income_before_depreciation_and_amortization,depreciation_and_amortization,average_shares,diluted_eps_before_non_recurring_items,diluted_net_eps
MS,2020-06-30,Quarter,13414000000,716000000,12698000000,8343000000,4355000000,0,0,4355000000,1119000000,40000000,0,0,3236000000,0,3196000000,,,1557000000,2.04,1.96
MS,2020-09-30,Quarter,11657000000,697000000,10960000000,7473000000,3487000000,0,0,3487000000,736000000,34000000,0,0,2751000000,0,2717000000,,,1566000000,1.59,1.66
MS,2020-12-31,Quarter,13640000000,776000000,12864000000,8434000000,4430000000,0,0,4430000000,1018000000,27000000,0,0,3412000000,0,3385000000,,,1804420000,1.92,1.83
MS,2021-03-31,Quarter,15719000000,910000000,14809000000,9465000000,5344000000,0,0,5344000000,1176000000,48000000,0,0,4168000000,0,4120000000,,,1818000000,2.22,2.19
MS,2021-06-30,Quarter,14759000000,795000000,13964000000,9398000000,4566000000,0,0,4566000000,1054000000,1000000,0,0,3512000000,0,3511000000,,,1841000000,1.89,1.85
MS,2021-09-30,Quarter,14753000000,825000000,13928000000,9054000000,4874000000,0,0,4874000000,1150000000,17000000,0,0,3724000000,0,3707000000,,,1812000000,2.04,1.98
MS,2021-12-31,Quarter,14524000000,811000000,13713000000,8829000000,4884000000,0,0,4884000000,1168000000,20000000,0,0,3716000000,0,3696000000,,,1785000000,2.08,2.01
MS,2022-03-31,Quarter,14801000000,882000000,13919000000,9331000000,4588000000,0,0,4588000000,873000000,49000000,0,0,3715000000,0,3666000000,,,1755000000,2.06,2.02
MS,2022-06-30,Quarter,13132000000,878000000,12254000000,8935000000,3319000000,0,0,3319000000,783000000,41000000,0,0,2536000000,0,2495000000,,,1723000000,1.44,1.39
MS,2022-09-30,Quarter,12986000000,847000000,12139000000,8751000000,3388000000,0,0,3388000000,726000000,30000000,0,0,2662000000,0,2632000000,,,1697000000,1.53,1.47
MS,2022-12-31,Quarter,12749000000,851000000,11898000000,9104000000,2794000000,0,0,2794000000,528000000,30000000,0,0,2266000000,0,2236000000,,,1679000000,1.31,1.27
MS,2023-03-31,Quarter,14517000000,881000000,13636000000,9876000000,3760000000,0,0,3760000000,727000000,53000000,0,0,3033000000,0,2980000000,,,1663000000,1.70,1.70
MS,2023-06-30,Quarter,13457000000,875000000,12582000000,9770000000,2812000000,0,0,2812000000,591000000,39000000,0,0,2221000000,0,2182000000,,,1651000000,1.24,1.24
MS,2023-09-30,Quarter,13273000000,855000000,12418000000,9273000000,3145000000,0,0,3145000000,710000000,27000000,0,0,2435000000,0,2408000000,,,1643000000,1.38,1.38
MS,2023-12-31,Quarter,12896000000,865000000,12031000000,9935000000,2096000000,0,0,2096000000,555000000,24000000,0,0,1541000000,0,1517000000,,,1627000000,1.13,0.85
MS,2024-03-31,Quarter,15136000000,921000000,14215000000,9820000000,4395000000,0,0,4395000000,933000000,50000000,0,0,3462000000,0,3412000000,,,1616000000,2.02,2.02
MS,2024-06-30,Quarter,15019000000,995000000,14024000000,9950000000,4074000000,0,0,4074000000,957000000,41000000,0,0,3117000000,0,3076000000,,,1611000000,1.82,1.82
MS,2024-09-30,Quarter,15383000000,1044000000,14339000000,10118000000,4221000000,0,0,4221000000,995000000,38000000,0,0,3226000000,0,3188000000,,,1609000000,1.88,1.88
MS,2024-12-31,Quarter,16223000000,1180000000,15043000000,10137000000,4906000000,0,0,4906000000,1182000000,10000000,0,0,3724000000,0,3714000000,,,1608000000,2.22,2.23
MS,2025-03-31,Quarter,17739000000,1222000000,16517000000,10973000000,5544000000,0,0,5544000000,1173000000,56000000,0,0,4371000000,0,4315000000,,,1600000000,2.60,2.60
MS,2025-06-30,Quarter,16792000000,1188000000,15604000000,10982000000,4622000000,0,0,4622000000,1047000000,36000000,0,0,3575000000,0,3539000000,,,1593000000,2.13,2.13
MS,2025-09-30,Quarter,18224000000,1141000000,17083000000,11055000000,6028000000,0,0,6028000000,1373000000,45000000,0,0,4655000000,0,4610000000,,,1590000000,2.80,2.80
MSFT,2020-03-31,Quarter,35021000000,10975000000,24046000000,11071000000,12975000000,482000000,614000000,12843000000,2091000000,0,0,0,10752000000,0,10752000000,,,7675000000,1.40,1.40
MSFT,2020-06-30,Quarter,38033000000,12339000000,25694000000,12287000000,13407000000,701000000,686000000,13422000000,2220000000,0,0,0,11202000000,0,11202000000,,,7650000000,1.46,1.47
MSFT,2020-09-30,Quarter,37154000000,11002000000,26152000000,10276000000,15876000000,837000000,589000000,16124000000,2231000000,0,0,0,13893000000,0,13893000000,,,7637000000,1.82,1.82
MSFT,2020-12-31,Quarter,43076000000,14194000000,28882000000,10985000000,17897000000,1011000000,571000000,18337000000,2874000000,0,0,0,15463000000,0,15463000000,,,7616000000,2.03,2.03
MSFT,2021-03-31,Quarter,41706000000,13045000000,28661000000,11613000000,17048000000,821000000,633000000,17236000000,1779000000,0,0,0,15457000000,0,15457000000,,,7597000000,1.95,2.03
MSFT,2021-06-30,Quarter,46152000000,13991000000,32161000000,13066000000,19095000000,863000000,553000000,19405000000,2947000000,0,0,0,16458000000,0,16458000000,,,7581000000,2.17,2.17
MSFT,2021-09-30,Quarter,45317000000,13646000000,31671000000,11433000000,20238000000,286000000,0,20524000000,19000000,0,0,0,20505000000,0,20505000000,,,7567000000,2.27,2.71
MSFT,2021-12-31,Quarter,51728000000,16960000000,34768000000,12521000000,22247000000,793000000,525000000,22515000000,3750000000,0,0,0,18765000000,0,18765000000,,,7555000000,2.48,2.48
MSFT,2022-03-31,Quarter,49360000000,15615000000,33745000000,13381000000,20364000000,329000000,503000000,20190000000,3462000000,0,0,0,16728000000,0,16728000000,,,7534000000,2.22,2.22
MSFT,2022-06-30,Quarter,51865000000,16429000000,35436000000,14902000000,20534000000,-1019000000,-1567000000,20487000000,3747000000,0,0,0,16740000000,0,16740000000,,,7506000000,2.23,2.24
MSFT,2022-09-30,Quarter,50122000000,15452000000,34670000000,13152000000,21518000000,554000000,500000000,21572000000,4016000000,0,0,0,17556000000,0,17556000000,,,7485000000,2.35,2.35
MSFT,2022-12-31,Quarter,52747000000,17488000000,35259000000,14860000000,20399000000,430000000,490000000,20339000000,3914000000,0,0,0,16425000000,0,16425000000,,,7473000000,2.32,2.20
MSFT,2023-03-31,Quarter,52857000000,16128000000,36729000000,14377000000,22352000000,817000000,496000000,22673000000,4374000000,0,0,0,18299000000,0,18299000000,,,7464000000,2.45,2.45
MSFT,2023-06-30,Quarter,56189000000,16795000000,39394000000,15140000000,24254000000,473000000,-1486000000,24727000000,4646000000,0,0,0,20081000000,0,20081000000,,,7467000000,2.69,2.69
MSFT,2023-09-30,Quarter,56517000000,16302000000,40215000000,13320000000,26895000000,914000000,525000000,27284000000,4993000000,0,0,0,22291000000,0,22291000000,,,7462000000,2.99,2.99
MSFT,2023-12-31,Quarter,62020000000,19623000000,42397000000,15365000000,27032000000,403000000,909000000,26526000000,4656000000,0,0,0,21870000000,0,21870000000,,,7468000000,2.93,2.93
MSFT,2024-03-31,Quarter,61858000000,18505000000,43353000000,15772000000,27581000000,-54000000,800000000,26727000000,4788000000,0,0,0,21939000000,0,21939000000,,,7472000000,2.94,2.94
MSFT,2024-06-30,Quarter,64727000000,19684000000,45043000000,17118000000,27925000000,-2972000000,-2234000000,27250000000,5214000000,0,0,0,22036000000,0,22036000000,,,7472000000,2.95,2.94
MSFT,2024-09-30,Quarter,65585000000,20099000000,45486000000,14934000000,30552000000,299000000,582000000,30269000000,5602000000,0,0,0,24667000000,0,24667000000,,,7470000000,3.30,3.30
MSFT,2024-12-31,Quarter,69632000000,21799000000,47833000000,16180000000,31653000000,-1694000000,594000000,29365000000,5257000000,0,0,0,24108000000,0,24108000000,,,7468000000,3.23,3.23
MSFT,2025-03-31,Quarter,70066000000,21919000000,48147000000,16147000000,32000000000,-29000000,594000000,31377000000,5553000000,0,0,0,25824000000,0,25824000000,,,7461000000,3.46,3.46
MSFT,2025-06-30,Quarter,76441000000,24014000000,52427000000,18104000000,34323000000,-3763000000,-1770000000,32616000000,5383000000,0,0,0,27233000000,0,27233000000,,,7461000000,3.65,3.65
MSFT,2025-09-30,Quarter,77673000000,24043000000,53630000000,15669000000,37961000000,-3660000000,0,34301000000,6554000000,0,0,0,27747000000,0,27747000000,,,7466000000,4.13,3.72
NEE,2020-03-31,Quarter,4613000000,1651000000,2962000000,981000000,1981000000,-597000000,1311000000,73000000,-235000000,-113000000,0,0,308000000,0,421000000,,,1968000000,0.60,0.22
NEE,2020-06-30,Quarter,4204000000,1635000000,2569000000,1383000000,1186000000,448000000,320000000,1314000000,185000000,-146000000,0,0,1129000000,0,1275000000,,,1968000000,0.65,0.65
NEE,2020-09-30,Quarter,4785000000,2033000000,2752000000,1744000000,1008000000,452000000,208000000,1252000000,129000000,-106000000,0,0,1123000000,0,1229000000,,,1968000000,0.67,0.63
NEE,2020-12-31,Quarter,4395000000,1971000000,2424000000,1483000000,941000000,-1056000000,111000000,-226000000,-35000000,-185000000,0,0,-191000000,0,-6000000,,,1972000000,0.40,-0.01
NEE,2021-03-31,Quarter,3726000000,1895000000,1831000000,1162000000,669000000,658000000,-421000000,1748000000,250000000,-168000000,0,0,1498000000,0,1666000000,,,1973000000,0.67,0.84
NEE,2021-06-30,Quarter,3927000000,1969000000,1958000000,1448000000,510000000,179000000,757000000,-68000000,-140000000,-184000000,0,0,72000000,0,256000000,,,1970000000,0.71,0.13
NEE,2021-09-30,Quarter,4370000000,2293000000,2077000000,1698000000,379000000,233000000,335000000,277000000,-27000000,-143000000,0,0,304000000,0,447000000,,,1973000000,0.75,0.23
NEE,2021-12-31,Quarter,5046000000,2323000000,2723000000,1368000000,1355000000,495000000,599000000,1218000000,265000000,-251000000,0,0,953000000,0,1204000000,,,1975000000,0.41,0.61
NEE,2022-03-31,Quarter,2890000000,2325000000,565000000,1340000000,-775000000,-419000000,-142000000,-1052000000,-359000000,-242000000,0,0,-693000000,0,-451000000,,,1974000000,0.74,-0.23
NEE,2022-06-30,Quarter,5183000000,2566000000,2617000000,1669000000,948000000,242000000,-217000000,1407000000,294000000,-267000000,0,0,1113000000,0,1380000000,,,1973000000,0.81,0.70
NEE,2022-09-30,Quarter,6719000000,3158000000,3561000000,1699000000,1862000000,279000000,259000000,1882000000,323000000,-137000000,0,0,1559000000,0,1696000000,,,1979000000,0.85,0.86
NEE,2022-12-31,Quarter,6164000000,2768000000,3396000000,1351000000,2045000000,236000000,685000000,1596000000,329000000,-255000000,0,0,1267000000,0,1522000000,,,1993000000,0.51,0.76
NEE,2023-03-31,Quarter,6716000000,2434000000,4282000000,1340000000,2942000000,412000000,1183000000,2171000000,386000000,-301000000,0,0,1785000000,0,2086000000,,,2005000000,0.84,1.04
NEE,2023-06-30,Quarter,7349000000,2486000000,4863000000,2064000000,2799000000,397000000,135000000,3061000000,497000000,-231000000,0,0,2564000000,0,2795000000,,,2027000000,0.88,1.38
NEE,2023-09-30,Quarter,7172000000,2750000000,4422000000,2586000000,1836000000,-837000000,26000000,973000000,-46000000,-200000000,0,0,1019000000,0,1219000000,,,2036000000,0.94,0.60
NEE,2023-12-31,Quarter,6877000000,2468000000,4409000000,1749000000,2660000000,403000000,1980000000,1083000000,169000000,-296000000,0,0,914000000,0,1210000000,,,2054000000,0.52,0.58
NEE,2024-03-31,Quarter,5731000000,2329000000,3402000000,1389000000,2013000000,474000000,323000000,2164000000,227000000,-331000000,0,0,1937000000,0,2268000000,,,2055000000,0.91,1.10
NEE,2024-06-30,Quarter,6069000000,2451000000,3618000000,1948000000,1670000000,382000000,820000000,1232000000,-64000000,-326000000,0,0,1296000000,0,1622000000,,,2058000000,0.96,0.79
